iteration,time_sampling,stoc_pol_mean,stoc_pol_mean_recon,stoc_pol_std,stoc_pol_max,stoc_pol_min,t_opt,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_recon_score
0,15.959864854812622,195.80921052631578,253.22368421052633,221.52897914127792,608,-818,12.167174577713013,0.038541794,0.0070096836,195.80921052631578,0.0,30400,5.301538467407227,1.0010257151734763,0.34005776530602905,160.25,41.25
1,14.862294673919678,191.5328947368421,252.82894736842104,188.84660015901926,586,-364,12.130245447158813,0.026955603,0.005042759,195.38157894736844,0.0,30400,7.742949962615967,0.3210702695331371,0.30727858430907745,166.0,45.0
2,16.54966163635254,200.23026315789474,259.07894736842104,230.65962250156036,556,-1231,15.559812068939209,0.036064148,0.0061429394,195.8664473684211,0.0,30400,7.697019577026367,0.4163438353325353,0.4024310690715409,235.875,95.0
3,16.086047649383545,180.35526315789474,258.0921052631579,235.9040116985234,545,-1007,13.033562898635864,0.034448624,0.0082428325,194.31532894736844,0.0,30400,7.417714357376099,0.42127731885973907,0.40291049767877557,196.75,62.5
4,15.705952882766724,189.20394736842104,256.9078947368421,202.49023169473313,516,-911,12.439455270767212,0.0351057,0.00631694,193.8041907894737,0.0,30400,7.762753009796143,0.33174572702845523,0.3139767658981412,191.5,55.0
5,15.960038423538208,191.43421052631578,258.61842105263156,215.59958228686685,534,-735,11.935397624969482,0.038606644,0.005825805,193.5671927631579,0.0,30400,7.526055574417114,0.30537813464525865,0.2839956364291643,195.75,61.25
6,15.55796766281128,238.10526315789474,265.4605263157895,167.85171862683856,568,-426,12.11569094657898,0.02758217,0.0059625874,198.0209998026316,0.0,30400,7.275118827819824,0.23554779051792946,0.21917532850658697,204.625,67.5
7,16.530590057373047,216.40131578947367,256.9736842105263,177.1249284020366,590,-410,12.01623272895813,0.03842545,0.007264673,199.8590314013158,0.0,30400,7.468786716461182,0.22978343723633068,0.21914400922692212,192.5,55.0
8,15.380385875701904,198.21052631578948,248.35526315789474,206.24383983077905,533,-715,12.634599685668945,0.030374529,0.0055880398,199.6941808927632,0.0,30400,7.4921205043792725,0.3216665772728868,0.29507176133230206,191.0,55.0
9,15.581321716308594,197.29605263157896,261.64473684210526,200.94958253567086,584,-490,11.986493349075317,0.035059925,0.006515149,199.4543680666448,0.0,30400,7.375938892364502,0.32280332845165716,0.3078143105685752,202.25,65.0
10,17.09903049468994,216.82236842105263,261.44736842105266,197.81806839584766,594,-916,12.260010004043579,0.03816127,0.0066818963,201.19116810208558,0.0,30400,7.580568790435791,0.26649448484626415,0.2528224383414233,200.0,60.0
11,15.526004791259766,210.73026315789474,258.1578947368421,174.4363467977396,511,-344,12.02325177192688,0.039001465,0.008671436,202.1450776076665,0.0,30400,7.5154807567596436,0.23360586355334204,0.22357587181164273,183.0,45.0
12,15.38968276977539,194.41447368421052,254.3421052631579,187.08893340077276,499,-369,12.07638430595398,0.042088512,0.008385503,201.3720172153209,0.0,30400,7.7179319858551025,0.28097108551593836,0.2611055404026555,185.25,46.25
13,16.35444927215576,224.92763157894737,265.9868421052632,183.48383343290135,570,-436,12.66797661781311,0.044508927,0.007208681,203.72757865168356,0.0,30400,7.355342626571655,0.21910503612805965,0.20156363054833076,187.5,47.5
14,14.856943607330322,185.95394736842104,258.1578947368421,202.25896437149285,510,-785,12.195088148117065,0.04486942,0.0068120267,201.95021552335731,0.0,30400,7.283078670501709,0.33205425621956336,0.3159286274147047,178.5,42.5
15,16.282383918762207,213.69078947368422,259.5394736842105,188.8882722374537,563,-583,12.027145385742188,0.04423427,0.0074792183,203.12427291839,0.0,30400,7.064062595367432,0.2901688071955601,0.2690247333996377,188.0,50.0
16,17.607356309890747,204.77631578947367,261.7105263157895,177.83886102786914,658,-342,12.071040868759155,0.024888994,0.0049937423,203.28947720549837,0.0,30400,7.1848766803741455,0.2295266416179158,0.21273856320242712,182.5,46.25
17,15.430554866790771,210.19078947368422,258.55263157894734,186.61213411613065,523,-506,11.951432228088379,0.04799175,0.01006063,203.97960843231698,0.0,30400,7.218056678771973,0.23581624344389762,0.21642391685891915,183.0,47.5
18,16.681493043899536,214.22368421052633,260.19736842105266,198.26886308908198,518,-736,12.602428197860718,0.03613567,0.006047559,205.00401601013792,0.0,30400,7.408963441848755,0.2792317695139432,0.25856548096024995,182.0,45.0
19,15.501149654388428,206.1578947368421,266.8421052631579,195.14782201621705,530,-517,11.99932861328125,0.025259016,0.005613908,205.11940388280834,0.0,30400,7.559752464294434,0.2591803145642349,0.2388580617313662,181.5,43.75
20,16.205507040023804,246.32236842105263,266.11842105263156,155.11021556731183,594,-260,12.208565711975098,0.024193762,0.005105978,209.23970033663278,0.0,30400,7.757050037384033,0.19492631824109308,0.16264104327543333,181.5,43.75
21,16.798604011535645,234.2434210526316,266.7763157894737,172.28567909108216,532,-351,15.488320350646973,0.02896595,0.006364209,211.74007240823266,0.0,30400,9.15743112564087,0.22768553268929662,0.2126312933020677,181.5,43.75
22,15.510854721069336,204.7434210526316,261.5131578947368,197.6084145046289,565,-553,12.028159618377686,0.02380276,0.00569031,211.04040727267255,0.0,30400,7.53658652305603,0.31231708507726214,0.28112222592236197,193.25,53.75
23,16.765808582305908,207.32236842105263,259.86842105263156,198.6608324299458,480,-632,12.691915035247803,0.038514145,0.0059195436,210.66860338751056,0.0,30400,8.495265483856201,0.26566247752277444,0.24537568900082585,184.0,46.25
24,16.879438400268555,214.53947368421052,260.9868421052632,189.77482784588034,586,-754,11.980485439300537,0.049096104,0.010080527,211.05569041718059,0.0,30400,7.6942808628082275,0.24153345476319235,0.22765131377599507,191.25,56.25
25,16.433968544006348,218.15131578947367,266.1842105263158,171.82747466834363,515,-574,12.239485263824463,0.048899647,0.010432693,211.7652529544099,0.0,30400,7.707112073898315,0.2599412772495995,0.2444958505633718,191.0,55.0
26,16.41314959526062,208.81578947368422,267.63157894736844,191.07161171488582,608,-411,11.877656936645508,0.044917103,0.006107509,211.47030660633732,0.0,30400,7.844193696975708,0.25619513111001024,0.2369302537173258,180.0,43.75
27,15.556143283843994,220.31578947368422,263.0921052631579,187.27985044385173,549,-567,12.072863817214966,0.040895462,0.008480987,212.354854893072,0.0,30400,8.1618070602417,0.28933870939527573,0.2605542012219888,182.0,45.0
28,15.31277346611023,226.9934210526316,254.4078947368421,171.88783432313178,568,-673,12.807110786437988,0.036236767,0.006799406,213.81871150902796,0.0,30400,8.336148500442505,0.21793224127047983,0.19840936507125084,183.0,46.25
29,15.78647756576538,212.69078947368422,269.3421052631579,199.58540031883433,500,-553,12.08951449394226,0.031532288,0.005490475,213.7059193054936,0.0,30400,8.284559488296509,0.2775569653221348,0.25793084248717596,183.75,46.25
30,16.86297082901001,226.94736842105263,264.60526315789474,178.35578685201415,552,-703,11.895312547683716,0.04506874,0.007974542,215.03006421704953,0.0,30400,8.186733484268188,0.2820529381324201,0.2551031607685629,187.5,50.0
31,17.826098680496216,237.1315789473684,267.5657894736842,167.84754533937723,538,-555,12.777097463607788,0.037062638,0.0074051386,217.2402156900814,0.0,30400,8.077820301055908,0.20957328380677548,0.18335482293158006,183.0,46.25
32,17.999504804611206,250.375,266.8421052631579,179.79636919304016,580,-696,12.05994462966919,0.035991665,0.008012669,220.55369412107328,0.0,30400,8.090506076812744,0.1879527861797453,0.168689628775129,190.5,52.5
33,16.691238164901733,251.23026315789474,269.9342105263158,150.9910014046993,566,-244,11.911354303359985,0.03603744,0.0071598208,223.62135102475543,0.0,30400,7.962424039840698,0.19454241479788525,0.17735469108764934,182.25,43.75
34,15.607828378677368,228.69078947368422,267.89473684210526,188.45040648573803,566,-762,12.128841638565063,0.026559832,0.006372549,224.1282948696483,0.0,30400,7.936387062072754,0.28143367036763867,0.25890961535000884,184.5,47.5
35,16.61006236076355,252.7434210526316,271.64473684210526,144.73280721050511,545,-595,11.96901273727417,0.040129654,0.0071811485,226.98980748794662,0.0,30400,7.9702794551849365,0.21665376310388412,0.18598973563839327,181.5,42.5
36,16.19360876083374,232.59868421052633,265.92105263157896,202.76494233563642,514,-788,12.449517488479614,0.041759487,0.009675181,227.55069516020458,0.0,30400,7.941569566726685,0.27830105951185496,0.2508846760341008,188.0,50.0
37,16.089704036712646,236.3684210526316,270.0,175.30599879438353,633,-499,11.981434345245361,0.03869247,0.008662885,228.43246774944728,0.0,30400,8.159197807312012,0.19995530409697918,0.17523624977311003,193.0,55.0
38,18.06518006324768,253.375,272.5,175.0487455606821,672,-1021,12.859835147857666,0.031036377,0.0067968294,230.92672097450256,0.0,30400,8.34674334526062,0.20268360612740965,0.18210917120571676,183.75,46.25
39,16.411107540130615,262.57236842105266,277.17105263157896,154.11080267020137,552,-439,11.92577600479126,0.04157448,0.0076651457,234.09128571915758,0.0,30400,8.113191366195679,0.16867343501851548,0.1506951795958929,183.25,46.25
40,17.874760389328003,253.0328947368421,270.13157894736844,164.89132855831372,556,-415,12.029173374176025,0.042150497,0.0064586806,235.98544662092604,0.0,30400,7.9849464893341064,0.19315636440910847,0.17657397927930754,201.0,60.0
41,17.40234088897705,253.01315789473685,269.4078947368421,149.99771870379726,672,-338,12.170732975006104,0.032684326,0.006744561,237.68821774830712,0.0,30400,7.912857294082642,0.1995271816487246,0.18260404609179673,181.5,43.75
42,17.433549880981445,255.67763157894737,272.2368421052632,190.41127931172414,508,-674,11.981513977050781,0.04084587,0.0074101044,239.48715913137116,0.0,30400,8.186052799224854,0.23391121008990343,0.20989001074761016,190.75,53.75
43,17.002179384231567,256.4736842105263,275.4605263157895,147.19866397457648,542,-308,12.127791166305542,0.042887684,0.0067468607,241.18581163928667,0.0,30400,7.68242335319519,0.1728480171446242,0.14441913572984016,187.0,50.0
44,16.694673538208008,288.17105263157896,282.5657894736842,154.14141560318927,607,-473,12.926586389541626,0.04525853,0.006425447,245.88433573851592,0.0,30400,7.835222959518433,0.17204336571025627,0.1538935148843705,193.0,53.75
45,17.787861824035645,286.94736842105266,274.4078947368421,132.5870513183143,628,-473,12.034172058105469,0.03552532,0.007676106,249.9906390067696,0.0,30400,7.874992370605469,0.11992000261737322,0.10706036426571723,180.5,42.5
46,17.716448307037354,275.07894736842104,285.9868421052632,184.09067153514428,596,-695,12.137672662734985,0.04510021,0.01054643,252.49946984293476,0.0,30400,8.18395709991455,0.2809015690878152,0.25601769228272586,187.0,50.0
47,16.50053572654724,258.6578947368421,281.25,158.39632609970366,563,-531,11.965853452682495,0.059520718,0.010835719,253.1153123323255,0.0,30400,8.180020809173584,0.20152871120391758,0.17491561776149214,183.0,45.0
48,17.986741542816162,277.4342105263158,282.82894736842104,169.86475545394742,602,-852,12.242931842803955,0.038285263,0.007798865,255.54720215172452,0.0,30400,8.981191396713257,0.2099736639612748,0.18786233340570058,182.25,43.75
49,17.369775772094727,275.2105263157895,283.2894736842105,145.03641246882884,568,-163,11.956911563873291,0.032296177,0.006485289,257.51353456813104,0.0,30400,7.901052951812744,0.11934763427898772,0.10570403889592933,181.0,43.75
50,16.76652956008911,301.80263157894734,288.35526315789474,130.3267674304257,544,-380,12.052774667739868,0.042255405,0.008019101,261.9424442692127,0.0,30400,7.851725339889526,0.10818937715962128,0.09725318965993661,188.5,50.0
51,18.34741234779358,288.4078947368421,288.55263157894734,141.35581063695622,600,-248,12.08988070487976,0.024538994,0.0056947344,264.5889893159756,0.0,30400,8.10642147064209,0.11272257003803487,0.1000757917072895,188.5,50.0
52,18.642712593078613,315.74342105263156,291.7763157894737,122.29007236412413,588,-88,12.009744882583618,0.056132305,0.010201922,269.7044324896412,0.0,30400,8.141414880752563,0.09240916106534833,0.07679029135118288,187.5,50.0
53,17.933923482894897,316.1907894736842,289.80263157894734,114.38035196294075,612,-150,12.152858257293701,0.03617477,0.0073207077,274.35306818804554,0.0,30400,8.055677890777588,0.10633024052132023,0.09425921264167243,182.25,43.75
54,18.623557567596436,309.30263157894734,289.86842105263156,121.9795086044807,549,-221,11.943867206573486,0.061613087,0.009256881,277.84802452713575,0.0,30400,8.279500007629395,0.10245464452743377,0.08777513857326932,183.0,45.0
55,17.52581238746643,316.4671052631579,288.35526315789474,120.96530155831539,630,-178,12.830661058425903,0.040489197,0.008031708,281.709932600738,0.0,30400,7.791420221328735,0.113100232938607,0.0992005300963251,182.25,43.75
56,18.288278341293335,322.3618421052632,296.9078947368421,105.79371370627152,584,-37,12.214356422424316,0.041259766,0.008345002,285.7751235511905,0.0,30400,7.865696668624878,0.08828188590549436,0.07471967918458246,181.5,42.5
57,18.21223783493042,338.55263157894734,300.5921052631579,102.3181820978639,606,-81,12.259567260742188,0.04162216,0.008374646,291.0528743539662,0.0,30400,8.080856800079346,0.0843298880172204,0.07438753447954041,182.25,43.75
58,19.83157706260681,355.2368421052632,303.55263157894734,95.94658168687471,564,6,12.533563137054443,0.038805958,0.00674031,297.4712711290959,0.0,30400,8.052653074264526,0.08371488857659284,0.07288081287313006,189.0,50.0
59,19.6000657081604,355.1381578947368,306.11842105263156,99.39819238415872,577,75,12.24686050415039,0.048591614,0.009387039,303.23795980566,0.0,30400,8.253864288330078,0.0745942671283636,0.06417111170052352,183.0,46.25
60,20.895745992660522,356.3881578947368,303.0263157894737,86.4440836414306,582,103,12.022522926330566,0.045970436,0.008875355,308.5529796145677,0.0,30400,8.021514177322388,0.07276512132357127,0.0596277953952837,190.5,52.5
61,20.396632194519043,373.2171052631579,312.17105263157896,91.68222563225468,604,47,12.511785507202148,0.0511384,0.010754108,315.0193921794267,0.0,30400,8.31073784828186,0.07199533333601954,0.05819938977652518,193.0,55.0
62,19.500071048736572,378.63157894736844,311.25,81.24610794002173,625,-7,12.325069427490234,0.035485744,0.006118285,321.38061085622087,0.0,30400,7.98485255241394,0.058414804193674195,0.04821139393291951,192.0,52.5
63,20.18748140335083,381.36842105263156,309.60526315789474,72.07139043031955,558,110,12.202820539474487,0.052856445,0.011329632,327.3793918758619,0.0,30400,8.079847812652588,0.05962589047450917,0.04670192487211186,183.0,45.0
64,19.29497218132019,381.7631578947368,306.9078947368421,68.45145579572444,586,209,12.780421018600464,0.051111702,0.009282615,332.81776847774944,0.0,30400,8.064609289169312,0.06173025593938027,0.05157250200771455,191.75,58.75
65,19.613354206085205,383.0855263157895,310.0,77.31973467013343,556,153,12.397721290588379,0.037526134,0.0064774207,337.84454426155344,0.0,30400,7.735180377960205,0.059100025713480525,0.050229522843805635,197.0,58.75
66,20.793095350265503,388.0131578947368,315.13157894736844,71.6264052716103,612,133,12.334866762161255,0.036837097,0.0076865726,342.8614056248718,0.0,30400,7.773906469345093,0.05752590993529528,0.04490324237957664,193.0,55.0
67,21.670748233795166,380.9013157894737,305.32894736842104,64.10381792025268,558,192,12.439668416976929,0.04559946,0.007555467,346.665396641332,0.0,30400,8.740415334701538,0.05271034882437726,0.04426553042199036,189.5,50.0
68,20.100337028503418,386.2368421052632,312.82894736842104,70.5664801187043,624,149,15.790678977966309,0.03388977,0.0071814815,350.6225411877251,0.0,30400,9.356988668441772,0.051323448337685984,0.04422130701384779,191.0,51.25
69,20.648949146270752,385.54605263157896,307.2368421052632,60.80045433692233,555,197,12.422990322113037,0.039119244,0.006844079,354.1148923321105,0.0,30400,8.098256349563599,0.05245954698040598,0.04345163656307915,180.0,42.5
70,19.996313333511353,376.1513157894737,306.1842105263158,76.07274564420325,544,98,12.513635635375977,0.045854565,0.006672263,356.31853467784686,0.0,30400,8.209487199783325,0.05814478102962852,0.05011091663504055,194.0,55.0
71,20.685139656066895,393.8618421052632,317.0394736842105,70.17891133814095,588,155,12.465348958969116,0.027425284,0.006644682,360.0728654205885,0.0,30400,8.071841955184937,0.0506617672545541,0.04305078078636378,196.0,57.5
72,20.020564079284668,381.2368421052632,309.80263157894734,69.34427241195549,570,227,12.394824981689453,0.040651795,0.0069027394,362.189263089056,0.0,30400,8.013689041137695,0.05343286748485183,0.04383174441511507,194.0,55.0
73,19.074340343475342,387.9144736842105,311.57894736842104,71.29700149439255,600,142,12.780104398727417,0.045417313,0.008226475,364.7617841485715,0.0,30400,15.333276510238647,0.05732868511320183,0.04869853630944359,187.5,50.0
74,21.17589521408081,388.875,314.9342105263158,74.67590611400286,635,159,13.069496631622314,0.042122364,0.007460666,367.17310573371435,0.0,30400,8.052024841308594,0.06503000105339,0.057008565357682846,193.0,55.0
75,20.180628299713135,386.4078947368421,310.9868421052632,67.76151633167507,591,175,15.391596555709839,0.033966064,0.0057159276,369.0965846340271,0.0,30400,14.772661447525024,0.054986621941186024,0.044768442119653105,193.75,56.25
76,19.856276035308838,375.64473684210526,305.6578947368421,75.65106948619055,574,14,12.705649852752686,0.040639877,0.007626283,369.751399854835,0.0,30400,7.833994626998901,0.05913273128168264,0.04851767037294109,187.5,50.0
77,21.037133932113647,384.4868421052632,310.85526315789474,75.79395431748057,528,74,12.850013256072998,0.04255724,0.0074043088,371.2249440798778,0.0,30400,8.055582284927368,0.06382785802144811,0.052907171728254,192.25,55.0
78,19.599037647247314,367.9868421052632,303.4868421052632,81.53405704641928,572,-90,13.074843406677246,0.027041914,0.0048216544,370.9011338824164,0.0,30400,7.919219017028809,0.05756363056629274,0.04804050913696003,195.0,55.0
79,20.25797390937805,379.6118421052632,310.32894736842104,72.15635885299672,624,169,13.663663864135742,0.031349182,0.0074486164,371.7722047047011,0.0,30400,7.963894367218018,0.06410426270967831,0.05378999175139279,192.0,52.5
80,19.524121522903442,388.14473684210526,315.7236842105263,73.56865822005435,580,124,15.02207326889038,0.037603855,0.0072533395,373.4094579184415,0.0,30400,8.743685007095337,0.05468587718943362,0.04624315253978952,188.5,50.0
81,20.569234132766724,375.9078947368421,306.8421052631579,80.64186219125357,616,116,12.596686363220215,0.045721054,0.007956622,373.65930160028154,0.0,30400,8.202532768249512,0.06181421483493766,0.04864618599395694,186.5,50.0
82,19.870851278305054,389.79605263157896,313.8157894736842,71.85597243021603,578,139,12.540364027023315,0.03287983,0.005314221,375.2729767034113,0.0,30400,8.261192321777344,0.06699764686484044,0.052053142913869845,189.5,50.0
83,22.686386346817017,388.17763157894734,312.82894736842104,75.01965549227785,622,158,12.742814540863037,0.044059277,0.00741147,376.5634421909649,0.0,30400,8.15124797821045,0.063260837068675,0.05305375405799138,188.0,50.0
84,19.54534912109375,380.5986842105263,309.14473684210526,72.6296716831008,522,150,13.017229557037354,0.033315178,0.006589404,376.96696639292105,0.0,30400,8.206594228744507,0.061085888431838715,0.050378409565480856,188.5,50.0
85,20.92296600341797,380.8486842105263,310.39473684210526,75.43756218053697,585,110,12.722766399383545,0.03021717,0.0059325458,377.3551381746816,0.0,30400,8.320264101028442,0.06393062419960911,0.054584987380733654,187.5,50.0
86,21.847744703292847,386.0,313.55263157894734,76.27124380511273,630,186,12.880932092666626,0.032930378,0.0064486186,378.2196243572135,0.0,30400,8.004993677139282,0.05913014778343743,0.04882372057828247,188.5,50.0
87,21.00648260116577,386.60526315789474,311.9736842105263,68.06847924726989,556,186,14.102451086044312,0.027079582,0.0046485057,379.0581882372816,0.0,30400,7.7642059326171875,0.062338702021334104,0.051789513587637295,189.5,50.0
88,21.158857345581055,388.05263157894734,312.2368421052632,62.9664477774185,560,228,13.776087522506714,0.030169487,0.0055466127,379.9576325714482,0.0,30400,7.670892715454102,0.05250990136156623,0.03996447335984619,188.5,50.0
89,21.988502979278564,392.0263157894737,318.35526315789474,66.9153970332001,578,183,13.580978155136108,0.037400253,0.0068157827,381.16450089325076,0.0,30400,7.862740755081177,0.05650601983213686,0.04827467013169887,188.0,50.0
90,21.025195360183716,394.17105263157896,313.94736842105266,69.90386032520415,648,191,13.4767587184906,0.02735138,0.006629519,382.4651560670836,0.0,30400,7.983275651931763,0.059364210341957525,0.04990327876840536,195.0,56.25
91,22.32787013053894,382.2171052631579,311.38157894736844,76.26330063142721,576,119,13.535847187042236,0.04432726,0.010065811,382.4403509866911,0.0,30400,8.11572551727295,0.05927040564446343,0.04731991170256709,182.25,43.75
92,19.836150884628296,392.0394736842105,315.39473684210526,74.87541244758974,611,63,17.184264183044434,0.038982388,0.006786871,383.40026325644305,0.0,30400,9.446542978286743,0.056658182124330755,0.04830386799576688,203.5,62.5
93,20.904399633407593,389.19736842105266,311.11842105263156,73.68264448523784,575,175,13.646182298660278,0.03447914,0.005185722,383.97997377290403,0.0,30400,8.081237554550171,0.061014831059927166,0.049062275226636545,207.75,66.25
94,20.892210721969604,384.9736842105263,310.9868421052632,71.17010269773074,618,190,14.302302837371826,0.03364372,0.0058787474,384.07934481666626,0.0,30400,8.120993375778198,0.05713841739007839,0.04683132405753215,184.25,48.75
95,20.16702151298523,389.7894736842105,317.36842105263156,77.44154260327994,614,132,13.544570922851562,0.03362226,0.006717784,384.6503577034207,0.0,30400,8.384785890579224,0.06013749328704913,0.04877170962903716,197.25,58.75
96,20.493984699249268,388.98026315789474,311.5131578947368,64.18296937525939,560,219,13.525893688201904,0.040299423,0.0072258525,385.0833482488681,0.0,30400,8.074822425842285,0.05417661887835651,0.044695003244646335,197.75,61.25
97,19.336751699447632,387.17763157894734,311.64473684210526,67.428529606665,590,167,13.71923542022705,0.03200436,0.0066965125,385.29277658187607,0.0,30400,7.8349809646606445,0.05556795445387726,0.04461053380781385,191.0,55.0
98,21.435714721679688,392.70394736842104,316.3157894736842,67.866726869632,548,197,13.836765050888062,0.042698864,0.008419284,386.03389366053057,0.0,30400,8.511780261993408,0.05241621053347791,0.04287312531078107,177.5,42.5
99,20.233075380325317,382.4013157894737,308.0263157894737,66.88641785150062,514,162,15.83693242073059,0.032042027,0.0064616865,385.6706358734249,0.0,30400,12.7583589553833,0.06366224643564136,0.05024054207722592,191.0,55.0
